119052,465
119053,465
119054,465
119055,466
119056,466
119057,465
119058,465
119059,464
119060,464
119061,465
119062,462
119063,457
119064,453
119065,447
119066,443
119067,437
119068,434
119069,430
119070,427
119071,425
119072,421
119073,418
119074,417
119075,414
119076,412
119077,411
119078,410
119079,409
119080,407
119081,406
119082,406
119083,404
119084,403
119085,403
119086,403
119087,402
119088,402
119089,401
119090,400
119091,400
119092,400
119093,399
119094,398
119095,397
119096,389
119097,380
119098,371
119099,362
119100,353
119101,344
119102,339
119103,332
119104,326
119105,319
119106,313
119107,310
119108,304
119109,299
119110,297
119111,293
119112,291
119113,288
119114,285
119115,282
119116,281
119117,277
119118,274
119119,276
119120,274
119121,271
119122,271
119123,268
119124,268
119125,267
119126,266
119127,264
119128,264
119129,260
119130,250
119131,245
119132,237
119133,228
119134,221
119135,217
119136,210
119137,206
119138,203
119139,197
119140,195
119141,192
119142,187
119143,185
119144,181
119145,179
119146,177
119147,175
119148,175
119149,172
119150,170
119151,166
119152,168
119153,167
119154,166
119155,165
119156,165
119157,164
119158,162
119159,160
119160,160
119161,158
119162,161
119163,157
119164,154
119165,155
119166,152
119167,148
119168,147
119169,147
119170,147
119171,146
119172,146
119173,143
119174,144
119175,143
119176,140
119177,142
119178,140
119179,140
119180,142
119181,140
119182,140
119183,138
119184,139
119185,137
119186,139
119187,137
119188,136
119189,139
119190,137
119191,138
119192,136
119193,137
119194,136
119195,137
119196,136
119197,136
119198,135
119199,137
119200,134
119201,133
119202,135
119203,134
119204,133
119205,137
119206,137
119207,136
119208,135
119209,132
119210,133
119211,133
119212,133
119213,136
119214,136
119215,134
119216,135
119217,133
119218,134
119219,134
119220,135
119221,135
119222,134
119223,136
119224,134
119225,132
119226,131
119227,133
119228,134
119229,135
119230,135
119231,134
119232,135
119233,132
119234,132
119235,134
119236,134
119237,132
119238,134
119239,134
119240,133
119241,133
119242,133
119243,130
119244,134
119245,135
119246,133
119247,135
119248,133
119249,133
119250,132
119251,131
119252,132
119253,133
119254,132
119255,133
119256,134
119257,133
119258,133
119259,131
119260,131
119261,132
119262,134
119263,135
119264,134
119265,134
119266,137
119267,133
119268,135
119269,137
119270,135
119271,137
119272,139
119273,138
119274,138
119275,138
119276,138
119277,139
119278,142
119279,140
119280,142
119281,142
119282,144
119283,142
119284,142
119285,142
119286,142
119287,143
119288,145
119289,142
119290,145
119291,145
119292,142
119293,144
119294,145
119295,145
119296,149
119297,152
119298,157
119299,162
119300,166
119301,170
119302,177
