Time, Temp
30787,252
30799,251
30811,252
30822,251
30833,251
30844,251
30856,252
30868,251
30879,251
30891,251
30902,251
30913,251
30924,252
30937,251
30948,251
30959,251
30970,251
30982,251
30993,251
31005,251
31016,251
31028,251
31039,251
31050,251
31063,251
31074,252
31085,250
31096,251
31108,251
31119,251
31131,252
31142,250
31154,251
31165,251
31176,251
31187,251
31200,251
31211,250
31222,251
31234,251
31245,251
31256,251
31268,251
31280,251
31291,251
31302,251
31313,251
31325,250
31337,252
31348,250
31360,251
31371,251
31382,251
31394,251
31406,250
31417,251
31428,250
31439,250
31451,250
31463,250
31474,251
31485,250
31497,252
31508,251
31519,251
31532,250
31543,251
31554,251
31565,251
31577,250
31588,251
31600,251
31611,251
31623,251
31634,251
31645,250
31656,250
31669,250
31680,251
31691,250
31703,251
31714,250
31725,250
31737,250
31749,250
31760,250
31771,251
31782,251
31795,250
31806,251
31817,250
31828,251
31840,250
31851,250
31863,250
31875,250
31886,251
31897,251
31908,249
31920,250
31932,250
31943,251
31954,250
31966,249
31977,251
31988,250
32001,250
32012,249
32023,250
32034,251
32046,251
32057,250
32069,249
32080,249
32092,251
32103,249
32114,250
32126,250
32138,250
32149,250
32160,249
32172,250
32183,250
32195,250
32206,250
32218,250
32229,251
32240,250
32251,250
32264,250
32275,250
32286,250
32297,249
32309,250
32320,250
32332,249
32344,251
32355,249
32366,249
32377,249
32389,249
32401,250
32412,249
32423,249
32435,250
32446,249
32457,249
32470,250
32481,250
32492,250
32503,250
32515,249
32527,249
32538,249
32549,249
32561,249
32572,249
32583,250
32595,250
32607,249
32618,250
32629,249
32641,249
32652,249
32664,250
32675,250
32687,250
32698,250
32709,250
32720,249
32733,250
32744,249
32755,249
32766,250
32778,249
32789,249
32801,249
32813,250
32824,249
32835,250
32846,249
32859,249
32870,249
32881,249
32892,249
32904,250
32915,250
32927,249
32939,250
32950,249
