Time,Voltage
12025956,3.21
12041552,1.93
12057152,2.30
12072756,3.08
12088360,1.83
12103952,2.40
12119552,2.92
12135152,1.74
12150752,2.52
12166352,2.80
12181952,1.67
12197552,2.61
12213152,2.66
12228752,1.59
12244352,2.71
12259952,2.54
12275552,1.53
12291160,2.80
12306752,2.43
12322356,1.65
12337952,2.89
12353556,2.31
12369152,1.80
12384752,2.98
12400352,2.21
12415952,1.94
12431552,3.06
12447152,2.11
12462752,2.07
12478352,3.15
12493952,2.01
12509552,2.18
12525152,3.21
12540752,1.92
12556356,2.30
12571960,3.07
12587552,1.84
12603152,2.41
12618756,2.92
12634352,1.75
12649952,2.52
12665552,2.80
12681152,1.68
12696752,2.61
12712352,2.65
12727952,1.59
12743552,2.71
12759156,2.53
12774752,1.53
12790352,2.80
12805952,2.43
12821564,1.67
12837152,2.89
12852752,2.32
12868352,1.80
12883952,2.97
12899552,2.21
12915152,1.94
12930752,3.06
12946352,2.11
12961952,2.07
12977552,3.15
12993152,2.01
13008752,2.18
13024356,3.22
13039952,1.92
13055552,2.29
13071156,3.07
13086760,1.83
13102352,2.40
13117952,2.93
13133552,1.75
13149152,2.52
13164752,2.80
13180352,1.68
13195952,2.61
13211552,2.67
13227152,1.59
13242752,2.72
13258352,2.54
13273952,1.52
13289556,2.81
13305152,2.42
13320756,1.65
13336352,2.89
13351960,2.32
13367552,1.80
13383152,2.98
13398752,2.20
13414352,1.94
13429952,3.05
13445552,2.11
13461152,2.07
13476752,3.14
13492352,2.02
13507952,2.19
13523552,3.21
13539152,1.93
13554760,2.30
13570356,3.07
13585952,1.83
13601552,2.41
13617156,2.92
13632752,1.75
13648352,2.51
13663952,2.79
13679552,1.68
13695152,2.61
13710752,2.67
13726352,1.59
13741952,2.72
13757556,2.53
13773152,1.53
13788752,2.80
13804352,2.42
13819964,1.66
13835552,2.89
13851152,2.32
13866752,1.80
13882352,2.97
13897952,2.20
13913552,1.94
13929152,3.06
13944752,2.10
13960352,2.06
13975952,3.14
13991552,2.01
14007152,2.19
14022760,3.22
14038352,1.93
14053952,2.29
14069556,3.07
14085160,1.83
14100752,2.40
14116352,2.93
14131952,1.75
14147552,2.51
14163152,2.79
14178752,1.68
14194352,2.61
14209952,2.66
14225552,1.60
14241152,2.72
14256752,2.54
14272352,1.52
14287956,2.80
14303552,2.42
14319156,1.66
14334752,2.89
14350360,2.31
14365952,1.80
14381552,2.98
14397152,2.21
14412752,1.93
14428352,3.06
14443952,2.11
14459552,2.06
14475152,3.14
14490752,2.01
14506352,2.19
14521952,3.21
14537552,1.93
14553160,2.30
14568756,3.08
14584352,1.83
14599952,2.41
14615560,2.93
14631152,1.75
14646752,2.52
14662352,2.79
14677952,1.67
14693552,2.61
14709152,2.66
14724752,1.60
14740352,2.71
14755956,2.53
14771552,1.52
14787152,2.80
14802752,2.43
14818364,1.65
14833952,2.90
14849552,2.31
14865152,1.80
14880752,2.98
14896352,2.21
14911952,1.94
14927552,3.06
14943152,2.11
14958752,2.06
14974352,3.14
14989952,2.01
15005552,2.18
15021156,3.22
15036752,1.93
15052352,2.29
15067956,3.08
15083560,1.83
15099152,2.41
15114752,2.93
15130352,1.75
15145952,2.51
15161552,2.80
15177152,1.68
15192752,2.61
15208352,2.66
15223952,1.59
15239552,2.72
15255152,2.54
15270752,1.52
15286356,2.80
15301952,2.43
15317556,1.66
15333152,2.89
15348760,2.32
15364352,1.80
15379952,2.98
15395552,2.21
15411152,1.94
15426752,3.06
15442352,2.11
15457952,2.06
15473552,3.14
15489152,2.01
15504752,2.19
15520352,3.21
15535952,1.93
15551556,2.30
15567160,3.08
15582752,1.84
15598352,2.40
15613960,2.93
15629552,1.74
15645152,2.51
