Time,Bits
3842,95
3848,95
3853,96
3859,96
3865,96
3871,96
3876,96
3882,96
3888,96
3893,96
3899,97
3905,97
3910,97
3916,97
3922,97
3927,97
3933,97
3939,98
3944,98
3950,98
3956,98
3961,98
3967,98
3973,99
3979,99
3984,99
3990,99
3996,99
4001,99
4007,100
4013,100
4018,100
4024,100
4030,100
4036,101
4041,101
4047,101
4053,101
4059,101
4064,101
4070,102
4076,102
4081,102
4087,102
4093,102
4099,102
4104,103
4110,103
4116,103
4122,103
4127,103
4133,103
4139,103
4145,103
4150,104
4156,104
4162,104
4168,104
4173,104
4179,104
4185,104
4190,104
4196,104
4202,104
4208,104
4213,104
4219,104
4225,104
4231,104
4236,104
4242,104
4248,104
4254,104
4259,104
4265,104
4271,104
4276,104
4282,104
4288,104
4294,104
4299,104
4305,104
4311,104
4317,104
4322,104
4328,104
4334,104
4340,104
4345,104
4351,104
4357,103
4363,103
4368,103
4374,103
4380,103
4385,103
4391,103
4397,103
4403,102
4408,102
4414,102
4420,102
4426,102
4431,102
4437,101
4443,101
4449,101
4454,101
4460,101
4466,101
4472,100
4477,100
4483,100
4489,100
4495,100
4500,100
4506,99
4512,99
4517,99
4523,99
4529,99
4534,98
4540,98
4546,98
4551,98
4557,98
4563,98
4568,97
4574,97
4580,97
4585,97
4591,97
4597,97
4603,97
4608,96
4614,96
4620,96
4625,96
4631,96
4637,96
4642,96
4648,96
4654,95
4659,95
4665,95
4671,95
4676,95
4682,95
4688,95
4693,95
4699,95
4705,95
4710,95
4716,95
4722,95
4727,95
4733,95
4739,95
4745,95
4750,95
4756,95
4762,95
4767,95
4773,95
4779,95
4784,95
4790,95
4796,95
4801,95
4807,95
4813,95
4818,95
4824,95
4830,95
4836,95
4841,95
4847,95
4853,95
4858,96
4864,96
4870,96
4875,96
4881,96
4887,96
4892,96
4898,96
4904,97
4909,97
4915,97
4921,97
4926,97
4932,97
4938,98
4944,98
4949,98
4955,98
4961,98
4966,98
4972,99
4978,99
4983,99
4989,99
4995,99
5000,100
5006,100
5012,100
5018,100
5023,100
5029,100
5035,101
5041,101
5046,101
5052,101
5058,101
5064,101
5069,102
5075,102
5081,102
5086,102
5092,102
5098,102
5104,103
5109,103
5115,103
5121,103
5127,103
5132,103
5138,103
5144,103
5150,104
5155,104
5161,104
5167,104
5172,104
5178,104
5184,104
5190,104
5195,104
5201,104
5207,104
5213,104
5218,104
5224,104
5230,104
5236,104
5241,104
5247,104
5253,104
5258,104
5264,104
5270,104
5276,104
5281,104
5287,104
5293,104
5299,104
5304,104
5310,104
5316,104
5322,104
5327,104
5333,104
5339,104
5345,104
5350,104
5356,103
5362,103
5368,103
5373,103
5379,103
5385,103
5390,103
5396,103
5402,102
5408,102
5413,102
5419,102
5425,102
5431,102
5436,101
5442,101
5448,101
5454,101
5459,101
5465,101
5471,100
5477,100
5482,100
5488,100
5494,100
5499,100
5505,99
5511,99
5517,99
5522,99
5528,99
5534,98
5539,98
5545,98
5551,98
5556,98
5562,98
5568,97
5573,97
5579,97
5585,97
5590,97
5596,97
5602,97
5607,96
5613,96
5619,96
5624,96
5630,96
5636,96
5642,96
5647,96
5653,95
5659,95
5664,95
5670,95
5676,95
5681,95
5687,95
5693,95
5698,95
5704,95
5710,95
5715,95
5721,95
5727,95
5732,95
5738,95
5744,95
5749,95
5755,95
5761,95
5767,95
5772,95
5778,95
5784,95
5789,95
5795,95
5801,95
5806,95
5812,95
5818,95
5823,95
5829,95
5835,95
5840,95
5846,95
5852,95
5858,96
5863,96
5869,96
5875,96
