Time,Bits_1
16292,305
16298,300
16303,295
16309,294
16315,297
16321,304
16327,307
16332,306
16338,300
16344,298
16350,299
16356,307
16362,312
16367,313
16373,310
16379,306
16385,305
16391,310
16396,317
16402,320
16408,320
16414,316
16420,314
16425,316
16431,324
16437,329
16443,331
16449,329
16454,326
16460,326
16466,332
16472,339
16478,343
16483,343
16489,338
16495,337
16501,340
16507,347
16512,352
16518,354
16524,351
16530,349
16536,351
16541,356
16547,363
16553,366
16559,365
16565,362
16570,362
16576,366
16582,371
16588,375
16594,376
16599,373
16605,372
16611,375
16617,378
16623,384
16628,386
16634,384
16640,381
16646,382
16652,385
16657,389
16663,392
16669,391
16675,389
16681,388
16686,391
16692,394
16698,397
16704,398
16710,396
16715,394
16721,395
16727,397
16733,400
16739,401
16744,400
16750,397
16756,397
16762,399
16768,401
16773,403
16779,402
16785,400
16791,397
16797,399
16802,400
16808,403
16814,403
16820,401
16826,398
16832,397
16837,398
16843,399
16849,401
16855,399
16861,396
16866,393
16872,393
16878,394
16884,396
16890,395
16895,392
16901,387
16907,385
16913,386
16919,388
16924,389
16930,386
16936,381
16942,378
16948,377
16953,379
16959,381
16965,380
16971,375
16977,370
16982,367
16988,369
16994,371
17000,372
17006,368
17011,362
17017,357
17023,357
17029,359
17035,361
17040,359
17046,351
17052,346
17058,343
17064,345
17069,348
17075,348
17081,343
17087,337
17093,333
17098,333
17104,336
17110,338
17116,335
17122,327
17127,322
17133,320
17139,324
17145,327
17151,326
17156,319
17162,313
17168,310
17174,312
17180,316
17185,317
17191,313
17197,305
17203,301
17209,301
17214,308
17220,310
17226,309
17232,303
17238,298
17243,297
17249,301
17255,305
17261,306
17267,302
17272,296
17278,293
17284,295
17290,302
17296,305
17302,304
