Time,Bits_1
15253,302
15259,297
15265,294
15271,297
15276,303
15282,305
15288,303
15294,298
15300,295
15305,295
15311,302
15317,306
15323,308
15329,303
15334,299
15340,298
15346,301
15352,308
15358,311
15363,310
15369,306
15375,303
15381,305
15387,313
15393,318
15398,320
15404,317
15410,314
15416,314
15422,319
15427,326
15433,330
15439,329
15445,325
15451,324
15456,327
15462,334
15468,339
15474,341
15480,338
15485,336
15491,337
15497,343
15503,349
15509,353
15514,352
15520,348
15526,348
15532,352
15538,358
15543,363
15549,365
15555,361
15561,360
15567,362
15572,367
15578,373
15584,375
15590,373
15596,371
15601,372
15607,375
15613,380
15619,383
15625,383
15630,380
15636,380
15642,383
15648,386
15654,391
15659,391
15665,390
15671,388
15677,390
15683,393
15688,396
15694,398
15700,396
15706,394
15712,394
15717,396
15723,399
15729,402
15735,401
15741,399
15746,397
15752,399
15758,401
15764,403
15770,403
15775,402
15781,399
15787,399
15793,400
15799,402
15804,404
15810,402
15816,400
15822,397
15828,398
15833,400
15839,402
15845,401
15851,399
15857,395
15863,394
15868,395
15874,396
15880,398
15886,395
15892,391
15897,388
15903,388
15909,389
15915,391
15921,390
15926,387
15932,382
15938,380
15944,381
15950,382
15955,383
15961,380
15967,374
15973,371
15979,370
15984,372
15990,374
15996,372
16002,367
16008,361
16013,359
16019,361
16025,364
16031,364
16037,359
16042,352
16048,349
16054,349
16060,351
16066,353
16071,350
16077,342
16083,337
16089,335
16095,338
16100,341
16106,339
16112,332
16118,326
16124,323
16129,325
16135,329
16141,329
16147,324
16153,317
16158,313
16164,313
16170,318
16176,320
16182,318
16187,311
16193,306
16199,304
16205,308
16211,312
16216,312
16222,306
16228,300
16234,297
16240,299
16245,305
16251,307
16257,304
16263,299
16269,295
16274,295
16280,301
16286,305
