Time,Bits_0
11714,393
11720,391
11725,391
11731,393
11737,395
11743,398
11749,398
11754,396
11760,393
11766,394
11772,395
11778,398
11784,399
11789,397
11795,394
11801,393
11807,395
11813,396
11818,399
11824,398
11830,395
11836,392
11842,392
11847,393
11853,395
11859,395
11865,393
11871,389
11876,387
11882,388
11888,389
11894,391
11900,389
11905,385
11911,382
11917,381
11923,382
11929,384
11934,384
11940,379
11946,374
11952,371
11958,372
11963,374
11969,375
11975,372
11981,367
11987,363
11992,362
11998,363
12004,366
12010,365
12016,360
12022,354
12027,351
12033,352
12039,354
12045,355
12050,351
12056,344
12062,339
12068,339
12074,341
12079,343
12085,341
12091,333
12097,328
12103,325
12108,328
12114,331
12120,330
12126,325
12132,318
12137,315
12143,315
12149,320
12155,321
12161,318
12166,310
12172,306
12178,305
12184,310
12190,313
12195,311
12201,305
12207,299
12213,297
12219,300
12224,305
12230,306
12236,301
12242,295
12248,292
12253,293
12259,299
12265,303
12271,301
12277,296
12283,292
12288,291
12294,296
12300,301
12306,302
12312,299
12317,293
12323,291
12329,294
12335,301
12341,305
12346,305
12352,300
12358,296
12364,297
12370,303
12375,309
12381,311
12387,310
12393,305
12399,304
12404,308
12410,315
12416,320
12422,321
12428,317
12433,314
12439,316
12445,323
12451,329
12457,332
12462,330
12468,327
12474,327
12480,331
12486,339
12492,343
12497,344
12503,340
12509,339
12515,341
12521,347
12526,352
12532,355
12538,353
12544,351
12550,352
12555,356
12561,362
12567,366
12573,366
12578,363
12584,363
12590,366
12596,371
12602,375
12607,377
12613,374
12619,373
12625,375
12631,378
12637,383
12642,385
12648,384
12654,381
12660,381
12666,384
12671,387
12677,390
12683,390
12689,388
12695,387
12700,389
12706,392
12712,395
12718,396
12724,395
12729,392
12735,393
12741,395
12747,397
12753,399
12758,397
12764,395
12770,393
12776,395
12782,397
12787,399
12793,399
12799,397
12805,394
12811,394
12816,395
12822,397
12828,398
12834,396
12840,393
12845,391
12851,393
12857,394
12863,396
12869,395
12874,392
12880,388
12886,387
12892,388
12898,389
12903,389
12909,386
12915,381
12921,379
12927,380
12932,381
12938,383
12944,381
12950,376
12956,372
12962,371
12967,372
12973,374
12979,373
12985,368
12991,362
12996,359
13002,360
13008,362
13014,363
13020,360
13025,353
13031,349
13037,348
13043,350
13049,352
13054,351
13060,344
13066,338
13072,336
13078,337
13083,340
13089,340
13095,336
13101,329
13107,325
13112,324
13118,328
13124,329
13130,327
13136,319
13141,314
13147,312
13153,315
13159,319
13165,318
13170,312
13176,305
13182,303
13188,304
13194,309
13199,310
13205,306
13211,300
13217,296
13223,296
13228,302
13234,305
13240,304
13246,298
13252,293
13257,292
13263,295
13269,300
13275,301
13281,298
13286,292
13292,289
13298,291
13304,298
13310,301
13315,301
13321,296
13327,292
13333,292
13339,296
13344,302
13350,305
13356,303
13362,298
13368,297
13373,299
13379,307
13385,312
13391,313
13397,309
13403,306
13408,307
13414,312
13420,319
13426,322
13432,322
13437,317
13443,316
13449,319
13455,327
13461,332
13466,333
13472,330
13478,328
13484,330
13490,336
13495,342
13501,345
13507,345
13513,341
13519,341
13524,345
13530,352
13536,356
13542,357
13548,354
13553,352
13559,355
13565,360
13571,366
13577,368
13582,366
13588,364
13594,365
13600,369
13606,374
13611,377
13617,376
13623,374
13629,374
13635,377
13640,381
13646,385
13652,385
13658,384
13664,382
13669,384
13675,387
13681,391
13687,393
13693,391
13698,389
13704,389
13710,391
13716,394
13722,397
13727,396
13733,394
13739,392
13745,394
13751,396
13756,399
13762,399
13768,397
13774,395
13780,395
13785,396
13791,398
13797,399
13803,397
13809,395
13814,393
13820,394
13826,396
13832,398
13838,397
13844,395
13849,391
13855,390
13861,391
13867,393
13873,394
13878,391
13884,387
13890,384
13896,385
13902,386
13907,389
13913,387
13919,383
13925,379
13931,378
13936,378
13942,380
13948,380
13954,376
13960,371
13965,367
13971,368
13977,369
13983,371
13989,369
13994,363
14000,359
14006,357
14012,359
14018,361
14023,361
14029,356
14035,350
14041,347
14047,347
14052,349
14058,350
14064,347
14070,339
14076,335
14081,333
14087,336
14093,338
14099,337
14105,329
14110,324
14116,321
14122,323
14128,326
14134,326
14139,321
14145,314
14151,310
