0,0,254
200,0,254
401,0,254
602,0,254
802,0,254
1003,0,253
1204,0,255
1404,0,254
1605,0,255
1806,0,254
2007,0,254
2207,0,253
2408,0,253
2609,0,254
2809,0,254
3010,0,254
3211,0,255
3411,0,253
3612,0,254
3813,0,254
4014,0,254
4214,0,254
4415,0,254
4616,0,253
4816,0,253
5017,0,254
5218,0,254
5419,0,255
5619,0,254
5820,0,254
6021,0,253
6221,0,253
6422,0,255
6623,0,255
6823,0,253
7024,0,254
7225,0,253
7426,0,254
7626,0,254
7827,0,253
8028,0,253
8228,0,254
8429,0,254
8630,0,253
8830,0,252
9031,0,254
9232,0,253
9433,0,253
9633,0,254
9834,0,254
10035,0,253
10235,0,254
10436,0,253
10637,0,252
10838,0,253
11038,0,253
11239,0,254
11440,0,253
11640,0,254
11841,0,253
12042,0,253
12242,0,254
12443,0,253
12644,0,253
12845,0,253
13045,0,254
13246,0,254
13447,0,253
13647,0,253
13848,0,253
14049,0,254
14249,0,253
14450,0,253
14651,0,253
14852,0,252
15053,0,253
15254,0,253
15455,0,252
15655,0,252
15856,0,252
16057,0,254
16258,0,253
16458,9,252
16659,16,253
16860,15,253
17060,16,252
17261,16,252
17462,18,253
17662,26,252
17863,33,254
18064,42,253
18266,49,253
18466,59,253
18667,68,252
18868,81,253
19068,86,253
19269,88,254
19470,87,252
19671,88,253
19871,87,253
20072,87,253
20273,93,253
20473,127,253
20675,173,253
20876,212,253
21076,247,253
21277,268,253
21478,292,253
21679,304,253
21879,316,254
22080,317,255
22282,316,254
22482,316,252
22683,316,253
22884,316,253
23085,316,253
23285,316,253
23486,317,253
23687,316,254
23888,317,254
24089,316,253
24290,317,253
24491,316,253
24691,324,254
24892,339,253
25093,354,252
25293,387,254
25495,431,254
25696,477,254
25896,519,255
26097,553,254
26298,574,253
26499,583,253
26699,583,255
26900,584,255
27102,583,255
27302,583,254
27503,583,254
27704,583,254
27905,582,256
28105,583,254
28306,583,254
28507,583,254
28708,583,255
28909,583,254
29110,583,255
29310,583,254
29511,584,256
29712,583,254
29913,583,255
30113,584,255
30315,587,256
30516,629,255
30716,710,255
30917,785,256
31118,838,256
31319,844,256
31519,845,256
31720,845,254
31922,843,255
32122,843,256
32323,844,256
32524,844,257
32724,843,257
32925,846,256
33126,843,258
33327,843,257
33528,843,256
33729,845,256
33930,843,256
34130,842,256
34331,843,258
34532,843,257
34733,843,258
34933,846,256
35135,933,258
35336,1022,257
35536,1023,256
35737,1023,257
35938,1023,257
36139,1023,257
36340,1023,257
36541,1023,258
36742,1023,258
36942,1023,259
37143,1023,257
37344,1023,258
37545,1023,259
37746,1023,258
37947,1022,258
38148,1023,258
38348,1023,259
38549,1023,259
38751,1023,260
38951,1023,259
39152,1023,259
39353,1023,261
39554,1022,260
39754,1023,259
39956,1023,260
40157,1023,260
40357,1023,261
40558,1023,261
40759,1023,260
40960,1022,260
41161,1023,261
41362,1022,260
41563,1023,261
41763,1023,261
41964,1023,261
42166,1023,261
42366,1022,260
42567,1023,262
42768,1023,261
42969,1022,261
43169,1023,262
43371,1023,262
43572,1023,261
43772,1023,263
43973,1022,261
44174,1023,262
44375,1023,261
44576,1023,262
44777,1023,261
44978,1023,262
45178,1023,261
45379,1023,261
45580,1023,262
45782,1023,260
45982,1023,262
46183,1022,261
46384,1023,262
46584,1023,262
46785,1022,261
46987,1023,261
47187,1023,263
47388,1023,262
47589,1023,262
47790,1022,262
47990,1023,262
48192,1023,262
48393,1023,262
48593,1023,262
48794,1021,262
48995,1023,263
49197,1023,263
49397,1023,263
49598,1023,263
49799,1023,263
49999,1023,263
50200,1023,264
50402,1023,263
50603,1023,263
50803,1022,263
51004,1023,263
51205,1022,262
51405,1023,263
51607,1022,264
51808,1023,263
52008,1023,264
52209,1023,264
52410,1023,264
52611,1023,264
52812,1023,264
53013,1022,264
53214,1022,263
53414,1023,263
53615,1023,265
53816,1023,264
54018,1022,264
54218,1022,263
54419,1023,263
54620,1022,263
54820,1022,263
55021,1022,263
55223,1023,262
55424,1023,263
55624,1023,264
55825,1023,263
56026,1022,263
56226,1022,263
56428,1023,265
56629,1023,265
56829,1023,264
57030,1023,263
57231,1023,264
57433,1022,264
57633,1023,265
57834,1023,264
58035,1023,264
58235,1023,265
58436,1023,265
58638,1022,266
58839,1023,265
59039,1023,264
59240,1023,265
59441,1023,265
